1.0,1,38.2,76.0,28.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,,4.0,4.0,46.0,81.0,1.0,2.0,1.0,1,9,0,0,2
1.0,1,37.6,96.0,48.0,3.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,4.5,4.0,,45.0,6.8,,,2.0,1,10,0,0,2
1.0,9,,128.0,36.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,,,4.0,5.0,53.0,7.8,3.0,4.7,2.0,2,11,0,0,1
2.0,1,37.5,48.0,24.0,,,,,,,,,,,,,,,,,1.0,2,2,0,0,2
1.0,1,37.6,64.0,21.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,2.0,5.0,40.0,7.0,1.0,,1.0,1,12,0,0,1
2.0,1,39.4,110.0,35.0,4.0,3.0,6.0,,,3.0,3.0,,,,,,55.0,8.7,,,1.0,2,2,0,0,2
1.0,1,39.9,72.0,60.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,3.0,1.0,,4.0,4.0,46.0,6.1,2.0,,1.0,1,7,0,0,2
2.0,1,38.4,48.0,16.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,3.0,5.5,4.0,3.0,49.0,6.8,,,1.0,2,2,0,0,2
1.0,1,38.6,42.0,34.0,2.0,1.0,4.0,,2.0,3.0,1.0,,,,1.0,,48.0,7.2,,,1.0,1,13,0,0,2
1.0,9,38.3,130.0,60.0,,3.0,,1.0,2.0,4.0,,,,,,,50.0,70.0,,,1.0,1,13,0,0,2
1.0,1,38.1,60.0,12.0,3.0,3.0,3.0,1.0,,4.0,3.0,3.0,2.0,2.0,,,51.0,65.0,,,1.0,1,13,0,0,2
2.0,1,37.8,60.0,42.0,,,,1.0,,,,,,,,,,,,,1.0,2,2,0,0,2
1.0,1,38.3,72.0,30.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,,3.0,5.0,43.0,7.0,2.0,3.9,1.0,1,13,0,0,1
1.0,1,37.8,48.0,12.0,3.0,1.0,1.0,1.0,,3.0,2.0,1.0,1.0,,1.0,3.0,37.0,5.5,2.0,1.3,1.0,2,14,0,0,1
1.0,1,,,,,,,,,,,,,,,,,,,,2.0,2,3,0,0,2
2.0,1,37.7,48.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,45.0,76.0,,,1.0,2,2,0,0,2
2.0,1,37.7,96.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,66.0,7.5,,,2.0,1,12,0,0,2
2.0,1,37.2,108.0,12.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,,3.0,6.0,3.0,3.0,52.0,8.2,3.0,7.4,3.0,1,15,0,0,1
1.0,1,37.2,60.0,,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,,4.0,5.0,43.0,6.6,,,1.0,1,16,0,0,2
1.0,1,38.2,64.0,28.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,4.0,4.0,49.0,8.6,2.0,6.6,1.0,1,1,0,0,1
1.0,1,,100.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,,4.0,4.0,52.0,6.6,,,1.0,1,17,0,0,2
2.0,1,,104.0,24.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,,3.0,,,2.0,73.0,8.4,,,3.0,1,18,0,0,2
2.0,1,38.3,112.0,16.0,,3.0,5.0,2.0,,,1.0,1.0,2.0,,,5.0,51.0,6.0,2.0,1.0,3.0,2,19,0,0,1
1.0,1,37.8,72.0,,,3.0,,1.0,5.0,3.0,1.0,,1.0,,1.0,1.0,56.0,80.0,1.0,2.0,1.0,1,13,0,0,2
2.0,1,38.6,52.0,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,1.0,3.0,32.0,6.6,1.0,5.0,1.0,2,2,0,0,1
1.0,9,39.2,146.0,96.0,,,,,,,,,,,,,,,,,2.0,1,20,0,0,2
1.0,1,,88.0,,3.0,3.0,6.0,2.0,5.0,3.0,3.0,1.0,3.0,,4.0,5.0,63.0,6.5,3.0,,2.0,1,12,0,0,2
2.0,9,39.0,150.0,72.0,,,,,,,,,,,,,47.0,8.5,,0.1,1.0,1,21,0,0,1
2.0,1,38.0,60.0,12.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,,2.0,2.0,47.0,7.0,,,1.0,2,13,0,0,2
1.0,1,,120.0,,3.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,,,5.0,52.0,67.0,2.0,2.0,3.0,1,5,0,0,2
1.0,1,35.4,140.0,24.0,3.0,3.0,4.0,2.0,4.0,4.0,,2.0,1.0,,,5.0,57.0,69.0,3.0,2.0,3.0,1,5,0,0,2
2.0,1,,120.0,,4.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,,4.0,5.0,60.0,6.5,3.0,,2.0,1,5,0,0,2
1.0,1,37.9,60.0,15.0,3.0,,4.0,2.0,5.0,4.0,4.0,2.0,2.0,,4.0,5.0,65.0,7.5,,,1.0,1,22,0,0,1
2.0,1,37.5,48.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,37.0,6.5,,,1.0,2,2,0,0,2
1.0,1,38.9,80.0,44.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0,3.0,1.0,54.0,6.5,3.0,,2.0,1,18,0,0,2
2.0,1,37.2,84.0,48.0,3.0,3.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,,2.0,1.0,73.0,5.5,2.0,4.1,2.0,2,3,0,0,1
2.0,1,38.6,46.0,,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,,2.0,49.0,9.1,1.0,1.6,1.0,2,13,0,0,1
1.0,1,37.4,84.0,36.0,1.0,,3.0,2.0,3.0,3.0,2.0,,,,4.0,5.0,,,3.0,,2.0,1,23,0,0,1
2.0,1,,,,1.0,1.0,3.0,1.0,1.0,3.0,1.0,,,,2.0,2.0,43.0,7.7,,,1.0,2,13,0,0,2
2.0,1,38.6,40.0,20.0,,,,1.0,,,,,,,,,41.0,6.4,,,1.0,2,13,0,0,1
2.0,1,40.3,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.1,3.0,4.5,3.0,1,24,0,0,1
1.0,9,38.6,160.0,20.0,3.0,,5.0,1.0,3.0,3.0,4.0,3.0,,,4.0,,38.0,,2.0,,2.0,1,18,0,0,1
1.0,1,,,,,,,,,,,,,,,,24.0,6.7,,,1.0,1,25,0,0,2
1.0,1,,64.0,36.0,2.0,,2.0,1.0,5.0,3.0,3.0,2.0,2.0,,,,42.0,7.7,,,2.0,1,26,0,0,2
1.0,1,,,20.0,4.0,3.0,3.0,,5.0,4.0,3.0,2.0,,,4.0,4.0,53.0,5.9,3.0,,2.0,1,5,0,0,1
2.0,1,,96.0,,3.0,3.0,3.0,2.0,5.0,4.0,4.0,1.0,2.0,,4.0,5.0,60.0,,,,2.0,1,12,0,0,2
2.0,1,37.8,48.0,32.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,1.0,,4.0,5.0,37.0,6.7,,,1.0,2,6,0,0,2
2.0,1,38.5,60.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,1.0,44.0,7.7,,,1.0,2,2,0,0,2
1.0,1,37.8,88.0,22.0,2.0,1.0,2.0,1.0,3.0,,,2.0,,,4.0,,64.0,8.0,1.0,6.0,2.0,1,5,0,0,1
2.0,1,38.2,130.0,16.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,,,,65.0,82.0,2.0,2.0,3.0,2,16,1,0,2
1.0,1,39.0,64.0,36.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,7.0,4.0,5.0,44.0,7.5,3.0,5.0,1.0,1,20,0,0,1
1.0,1,,60.0,36.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,,3.0,4.0,26.0,72.0,2.0,1.0,1.0,1,1,0,0,2
2.0,1,37.9,72.0,,1.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,58.0,74.0,1.0,2.0,1.0,1,27,0,0,2
2.0,1,38.4,54.0,24.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,3.0,2.0,49.0,7.2,1.0,,1.0,2,13,0,0,1
2.0,1,,52.0,16.0,1.0,,3.0,1.0,,,,2.0,3.0,5.5,,,55.0,7.2,,,1.0,2,6,0,0,2
2.0,1,38.0,48.0,12.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,,3.0,2.0,42.0,6.3,2.0,4.1,1.0,2,13,0,0,1
2.0,1,37.0,60.0,20.0,3.0,,,1.0,3.0,,3.0,2.0,2.0,4.5,4.0,4.0,43.0,7.6,,,3.0,1,16,0,0,1
1.0,1,37.8,48.0,28.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,46.0,5.9,2.0,7.0,1.0,2,2,0,0,1
1.0,1,37.7,56.0,,,,,,,,,,,,,,,,,,2.0,1,20,0,0,2
1.0,1,38.1,52.0,24.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0,7.0,1.0,,54.0,7.5,2.0,2.6,2.0,1,9,0,0,1
1.0,9,,,,,,,,,,,,,,,,37.0,4.9,,,2.0,1,28,0,0,2
1.0,9,39.7,100.0,,3.0,3.0,5.0,2.0,2.0,3.0,,,,,,,48.0,57.0,2.0,2.0,3.0,1,11,0,0,2
1.0,1,37.6,38.0,20.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,,,,3.0,,37.0,68.0,,,1.0,1,5,0,0,2
2.0,1,38.7,52.0,20.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,33.0,77.0,,,1.0,2,2,0,0,2
1.0,1,,,,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,,4.0,5.0,46.0,5.9,,,2.0,1,29,0,0,2
1.0,1,37.5,96.0,18.0,1.0,3.0,6.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,,4.0,69.0,8.9,3.0,,1.0,1,1,0,0,1
1.0,1,36.4,98.0,35.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,,,,4.0,4.0,47.0,6.4,3.0,3.6,2.0,1,30,0,0,1
1.0,1,37.3,40.0,,,3.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,,3.0,5.0,36.0,,3.0,2.0,1.0,1,13,0,0,2
1.0,9,38.1,100.0,80.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,,,,1.0,,36.0,5.7,,,1.0,1,13,0,0,2
1.0,1,38.0,,24.0,3.0,3.0,6.0,2.0,5.0,,4.0,1.0,1.0,,,,68.0,7.8,,,2.0,1,5,0,0,2
1.0,1,37.8,60.0,80.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,,2.0,5.5,4.0,,40.0,4.5,2.0,,1.0,1,31,0,0,1
2.0,1,38.0,54.0,30.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,,,4.0,45.0,6.2,,,1.0,2,32,0,0,2
1.0,1,,88.0,40.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,,,4.0,5.0,50.0,7.7,3.0,1.4,2.0,1,12,0,0,1
2.0,1,,40.0,16.0,,,,1.0,,,,,,,,,50.0,7.0,2.0,3.9,3.0,1,1,0,0,1
2.0,1,39.0,64.0,40.0,1.0,1.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,,3.0,3.0,42.0,7.5,2.0,2.3,1.0,2,33,0,0,1
2.0,1,38.3,42.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,38.0,61.0,,,1.0,2,2,0,0,2
2.0,1,38.0,52.0,16.0,,,,,2.0,,,,3.0,1.0,1.0,1.0,53.0,86.0,,,1.0,1,27,0,0,2
2.0,1,40.3,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.1,3.0,4.5,2.0,1,5,0,0,1
2.0,1,38.8,50.0,20.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,42.0,6.2,,,1.0,2,2,0,0,2
2.0,1,,,,3.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,,4.0,5.0,38.0,6.5,,,2.0,1,5,0,0,2
2.0,1,37.5,48.0,30.0,4.0,1.0,3.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,48.0,8.6,,,1.0,2,2,0,0,2
1.0,1,37.3,48.0,20.0,,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,,3.0,5.0,41.0,69.0,,,1.0,1,5,0,0,2
2.0,1,,84.0,36.0,,,3.0,1.0,,3.0,1.0,2.0,1.0,,3.0,2.0,44.0,8.5,,,1.0,1,13,0,0,2
1.0,1,38.1,88.0,32.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,,3.0,1.0,4.0,5.0,55.0,60.0,,,3.0,2,5,0,0,2
2.0,1,37.7,44.0,40.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,5.0,41.0,60.0,,,1.0,2,2,0,0,2
2.0,1,39.6,108.0,51.0,3.0,3.0,6.0,2.0,2.0,4.0,3.0,1.0,2.0,,3.0,5.0,59.0,8.0,2.0,2.6,1.0,2,3,0,0,1
1.0,1,38.2,40.0,16.0,3.0,3.0,1.0,1.0,1.0,3.0,,,,,1.0,1.0,34.0,66.0,,,1.0,2,2,0,0,2
1.0,1,,60.0,20.0,4.0,3.0,4.0,2.0,5.0,4.0,,,1.0,,4.0,5.0,,,,,3.0,1,5,0,0,2
2.0,1,38.3,40.0,16.0,3.0,,1.0,1.0,2.0,,,,,,,,37.0,57.0,,,1.0,2,2,0,0,2
1.0,9,38.0,140.0,68.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,2.0,1.0,39.0,5.3,,,1.0,1,18,0,0,2
1.0,1,37.8,52.0,24.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,3.0,5.7,2.0,5.0,48.0,6.6,1.0,3.7,2.0,1,34,0,0,2
1.0,1,,70.0,36.0,1.0,,3.0,2.0,2.0,3.0,2.0,2.0,,,4.0,5.0,36.0,7.3,,,1.0,1,35,0,0,2
1.0,1,38.3,52.0,96.0,,3.0,3.0,1.0,,,,1.0,1.0,,1.0,,43.0,6.1,,,1.0,1,26,0,0,1
2.0,1,37.3,50.0,32.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,,,,1.0,,44.0,7.0,,,1.0,2,2,0,0,2
1.0,1,38.7,60.0,32.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,,,,4.0,5.0,53.0,64.0,3.0,2.0,3.0,1,5,0,0,2
1.0,9,38.4,84.0,40.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,,,,36.0,6.6,2.0,2.8,2.0,1,30,0,0,1
1.0,1,,70.0,16.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,,4.0,5.0,60.0,7.5,,,2.0,1,9,0,0,2
1.0,1,38.3,40.0,16.0,3.0,,,1.0,1.0,3.0,2.0,,,,,,38.0,58.0,1.0,2.0,1.0,1,13,2,0,2
1.0,1,,40.0,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,5.0,39.0,56.0,,,1.0,1,13,0,0,2
1.0,1,36.8,60.0,28.0,,,,,,,,,,,,,,,,10.0,2.0,1,5,0,0,1
1.0,1,38.4,44.0,24.0,3.0,,4.0,,5.0,4.0,3.0,2.0,1.0,,4.0,5.0,50.0,77.0,,,1.0,1,5,0,0,2
2.0,1,,,40.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,45.0,70.0,,,1.0,2,2,0,0,2
1.0,1,38.0,44.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,,4.0,5.0,42.0,65.0,,,1.0,1,5,3,0,2
2.0,1,39.5,,,3.0,3.0,4.0,2.0,3.0,4.0,3.0,,3.0,5.5,4.0,5.0,,6.7,1.0,,3.0,1,12,0,0,2
1.0,1,36.5,78.0,30.0,1.0,,1.0,1.0,5.0,3.0,1.0,,1.0,,,,34.0,75.0,2.0,1.0,1.0,1,25,4,0,2
2.0,1,38.1,56.0,20.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,46.0,70.0,,,1.0,2,2,0,0,2
1.0,1,39.4,54.0,66.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,,3.0,4.0,39.0,6.0,2.0,,1.0,1,36,0,0,1
1.0,1,38.3,80.0,40.0,,,6.0,2.0,4.0,3.0,1.0,,2.0,,1.0,4.0,67.0,10.2,2.0,1.0,3.0,1,1,0,0,2
2.0,1,38.7,40.0,28.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,1.0,,39.0,62.0,1.0,1.0,1.0,2,2,0,0,2
1.0,1,38.2,64.0,24.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,,4.0,4.0,45.0,7.5,1.0,2.0,2.0,1,5,0,0,1
2.0,1,37.6,48.0,20.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,37.0,5.5,,,3.0,1,30,0,0,2
1.0,1,38.0,42.0,68.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,,4.0,4.0,41.0,7.6,,,1.0,1,30,0,0,2
1.0,1,38.7,,,3.0,1.0,3.0,1.0,5.0,4.0,2.0,,,,,,33.0,6.5,2.0,,1.0,1,35,0,0,2
1.0,1,37.4,50.0,32.0,3.0,3.0,,1.0,4.0,4.0,1.0,2.0,1.0,,1.0,,45.0,7.9,2.0,1.0,1.0,1,1,0,0,1
1.0,1,37.4,84.0,20.0,,,3.0,1.0,2.0,3.0,3.0,,,,,,31.0,61.0,,1.0,3.0,2,1,0,0,2
1.0,1,38.4,49.0,,,,1.0,1.0,,,1.0,2.0,1.0,,,,44.0,7.6,,,1.0,1,36,0,0,2
1.0,1,37.8,30.0,12.0,,,,,,,,,,,,,,,,,2.0,1,20,0,0,2
2.0,1,37.6,88.0,36.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.5,,,44.0,6.0,,,2.0,1,11,0,0,2
,1,38.0,48.0,20.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,,3.0,5.0,43.0,73.0,2.0,1.0,,1,13,0,0,2
2.0,1,37.9,40.0,24.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,3.0,40.0,5.7,,,1.0,1,32,0,0,2
1.0,1,,100.0,,3.0,,4.0,2.0,5.0,4.0,,2.0,,,2.0,,59.0,6.3,,,2.0,1,12,0,0,2
1.0,9,38.1,136.0,48.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,4.4,2.0,,33.0,4.9,2.0,2.9,2.0,1,30,0,0,1
1.0,1,,,,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,,4.0,5.0,46.0,5.9,,,2.0,1,29,0,0,2
1.0,1,38.0,48.0,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,,4.0,5.0,,,,,1.0,1,13,0,0,2
2.0,1,38.0,56.0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,42.0,71.0,,,1.0,2,2,0,0,2
2.0,1,38.0,60.0,32.0,1.0,1.0,,1.0,3.0,3.0,,1.0,1.0,,,,50.0,7.0,1.0,1.0,1.0,2,2,0,0,2
1.0,1,38.1,44.0,9.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,4.0,5.0,31.0,7.3,,,1.0,2,37,0,0,2
2.0,1,36.0,42.0,30.0,,,5.0,1.0,,,,,,,,,64.0,6.8,,,2.0,2,11,0,0,2
1.0,1,,120.0,,4.0,3.0,6.0,2.0,5.0,4.0,4.0,,,,4.0,5.0,57.0,4.5,3.0,3.9,2.0,1,5,0,0,1
1.0,1,37.8,48.0,28.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,1.0,1.0,46.0,5.9,2.0,7.0,1.0,2,2,0,0,1
1.0,1,37.1,84.0,40.0,3.0,3.0,6.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,75.0,81.0,,,3.0,2,11,0,0,2
2.0,1,,80.0,32.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,,3.0,,50.0,80.0,,,1.0,1,2,0,0,2
1.0,1,38.2,48.0,,1.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,5.0,42.0,71.0,,,1.0,1,13,0,0,2
2.0,1,38.0,44.0,12.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,6.5,1.0,4.0,33.0,6.5,,,2.0,1,16,0,0,2
1.0,1,38.3,132.0,,,3.0,6.0,2.0,2.0,4.0,2.0,2.0,3.0,6.2,4.0,4.0,57.0,8.0,,5.2,1.0,1,9,0,0,1
2.0,1,38.7,48.0,24.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,34.0,63.0,,,1.0,2,2,0,0,2
2.0,1,38.9,44.0,14.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,,,,,2.0,33.0,64.0,,,1.0,2,2,0,0,2
1.0,1,39.3,,,4.0,3.0,6.0,2.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,75.0,,3.0,4.3,2.0,1,15,0,0,1
1.0,1,,100.0,,3.0,3.0,4.0,2.0,,4.0,4.0,2.0,1.0,2.0,,,68.0,64.0,3.0,2.0,1.0,1,16,0,0,2
2.0,1,38.6,48.0,20.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,3.0,2.0,50.0,7.3,1.0,,1.0,2,13,0,0,1
2.0,1,38.8,48.0,40.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,,,,5.0,41.0,65.0,,,1.0,1,8,0,0,2
2.0,1,38.0,48.0,20.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,,5.0,,2.0,49.0,8.3,1.0,,1.0,2,32,0,0,1
2.0,1,38.6,52.0,20.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,1.0,3.0,36.0,6.6,1.0,5.0,1.0,2,2,0,0,1
1.0,1,37.8,60.0,24.0,1.0,,3.0,2.0,,4.0,4.0,2.0,3.0,2.0,,5.0,52.0,75.0,,,3.0,1,30,0,0,2
2.0,1,38.0,42.0,40.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,1.0,2,13,0,0,2
2.0,1,,,12.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,,1.0,3.0,44.0,7.5,2.0,,1.0,2,2,0,0,1
1.0,1,,,,,,,,4.0,,,1.0,1.0,,,5.0,35.0,58.0,2.0,1.0,1.0,1,12,0,0,2
1.0,1,38.3,42.0,24.0,,,,1.0,,,,,,,,,40.0,8.5,,,2.0,1,38,0,0,2
2.0,1,39.5,60.0,10.0,3.0,,,2.0,3.0,3.0,2.0,2.0,1.0,,3.0,,38.0,56.0,1.0,,1.0,2,2,0,0,2
1.0,1,38.0,66.0,20.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,,3.0,,46.0,46.0,3.0,2.0,3.0,1,39,0,0,2
1.0,1,38.7,76.0,,1.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,,4.0,4.0,50.0,8.0,,,1.0,1,1,0,0,1
1.0,1,39.4,120.0,48.0,,,5.0,1.0,,3.0,3.0,1.0,,,4.0,,56.0,64.0,1.0,2.0,3.0,2,11,0,0,2
1.0,1,38.3,40.0,18.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,2.0,1.0,43.0,5.9,1.0,,1.0,2,2,0,0,1
2.0,1,,44.0,24.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,,,1.0,,6.3,,,1.0,2,13,0,0,2
1.0,1,38.4,104.0,40.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,6.5,,4.0,55.0,8.5,,,1.0,1,6,0,0,2
1.0,1,,65.0,24.0,,,,2.0,5.0,,4.0,3.0,1.0,,,5.0,,,,,3.0,1,5,0,0,2
2.0,1,37.5,44.0,20.0,1.0,1.0,3.0,1.0,,1.0,1.0,,,,1.0,,35.0,7.2,,,1.0,2,2,0,0,2
2.0,1,39.0,86.0,16.0,3.0,3.0,5.0,,3.0,3.0,3.0,,2.0,,,,68.0,5.8,3.0,6.0,2.0,1,34,0,0,1
1.0,1,38.5,129.0,48.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,2.0,,,57.0,66.0,3.0,2.0,1.0,1,36,0,0,2
1.0,1,,104.0,,3.0,3.0,5.0,2.0,2.0,4.0,3.0,,3.0,,4.0,4.0,69.0,8.6,2.0,3.4,2.0,1,15,0,0,1
